store,websites,attribute_set,configurable_attributes,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,media_gallery,url_key, url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,gift_wrapping_available,manufacturer,status,is_recurring,visibility,tax_class_id,material,apparel_type,sleeve_length,fit,size,length,gender,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,price,special_price,weight,msrp,gift_wrapping_price,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
"admin","base","Default","","simple","14,86,91","B00MS3U8WM", 0,"MAXI-COSI CabrioFix","","",/B00MS3U8WM_0.jpg,/B00MS3U8WM_0.jpg,/B00MS3U8WM_0.jpg,/B00MS3U8WM_0.jpg;/B00MS3U8WM_1.jpg;/B00MS3U8WM_2.jpg;/B00MS3U8WM_3.jpg;/B00MS3U8WM_4.jpg;/B00MS3U8WM_5.jpg;/B00MS3U8WM_6.jpg;/B00MS3U8WM_7.jpg;/B00MS3U8WM_8.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"black raven",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Für Babys ab Geburt  13 kg (ca. 12 Monate)</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'> Side Protection System garantiert optimalen Schutz bei einem Seitenaufprall</span></li><li><span style='font-size:15px'> Inklusive Sitzverkleinerer für kleinere Babys  integriertem Sonnenverdeck</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61708951</li><li><b>Artikelgewicht</b>:&nbsp2 Kg</li><li><b>Produktabmessungen</b>:&nbsp35 x 43 x 72 cm</li><li><b>Model Jahr</b>:&nbsp2015</li><li><b>Model Name</b>:&nbspCabrioFix</li><li><b>Farbe</b>:&nbspblack raven</li><li><b>Style</b>:&nbsp 2015</li><li><b>Benötigt Batterien</b>:&nbsp</li><li><b>FAA-Approved for use on aircraft</b>:&nbspcertified frustration-free</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","2",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B00MS3U8ZE", 0,"MAXI-COSI CabrioFix","","",/B00MS3U8ZE_0.jpg,/B00MS3U8ZE_0.jpg,/B00MS3U8ZE_0.jpg,/B00MS3U8ZE_0.jpg;/B00MS3U8ZE_1.jpg;/B00MS3U8ZE_2.jpg;/B00MS3U8ZE_3.jpg;/B00MS3U8ZE_4.jpg;/B00MS3U8ZE_5.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"concrete grey",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Für Babys ab Geburt  13 kg (ca. 12 Monate)</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'> Side Protection System garantiert optimalen Schutz bei einem Seitenaufprall</span></li><li><span style='font-size:15px'> Inklusive Sitzverkleinerer für kleinere Babys  integriertem Sonnenverdeck</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61708961</li><li><b>Artikelgewicht</b>:&nbsp3,2 Kg</li><li><b>Produktabmessungen</b>:&nbsp72 x 46 x 34 cm</li><li><b>Model Jahr</b>:&nbsp2015</li><li><b>Model Name</b>:&nbspCabrioFix</li><li><b>Farbe</b>:&nbspconcrete grey</li><li><b>Style</b>:&nbsp 2015</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","3,2",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B00MS3UDJU", 0,"MAXI-COSI CabrioFix","","",/B00MS3UDJU_0.jpg,/B00MS3UDJU_0.jpg,/B00MS3UDJU_0.jpg,/B00MS3UDJU_0.jpg;/B00MS3UDJU_1.jpg;/B00MS3UDJU_2.jpg;/B00MS3UDJU_3.jpg;/B00MS3UDJU_4.jpg;/B00MS3UDJU_5.jpg;/B00MS3UDJU_6.jpg;/B00MS3UDJU_7.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"earth brown",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Für Babys ab Geburt  13 kg (ca. 12 Monate)</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'> Side Protection System garantiert optimalen Schutz bei einem Seitenaufprall</span></li><li><span style='font-size:15px'> Inklusive Sitzverkleinerer für kleinere Babys  integriertem Sonnenverdeck</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61708981</li><li><b>Artikelgewicht</b>:&nbsp2 Kg</li><li><b>Produktabmessungen</b>:&nbsp71 x 45,4 x 35,2 cm</li><li><b>Model Jahr</b>:&nbsp2015</li><li><b>Model Name</b>:&nbspCabrioFix</li><li><b>Farbe</b>:&nbspearth brown</li><li><b>Material</b>:&nbspKunststoff, Textil</li><li><b>Material</b>:&nbspKunststoff, Textil</li><li><b>Style</b>:&nbsp 2015</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","2",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B00MS3UDMC", 0,"MAXI-COSI CabrioFix","","",/B00MS3UDMC_0.jpg,/B00MS3UDMC_0.jpg,/B00MS3UDMC_0.jpg,/B00MS3UDMC_0.jpg;/B00MS3UDMC_1.jpg;/B00MS3UDMC_2.jpg;/B00MS3UDMC_3.jpg;/B00MS3UDMC_4.jpg;/B00MS3UDMC_5.jpg;/B00MS3UDMC_6.jpg;/B00MS3UDMC_7.jpg;/B00MS3UDMC_8.jpg;/B00MS3UDMC_9.jpg;/B00MS3UDMC_10.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"black crystal",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Für Babys ab Geburt  13 kg (ca. 12 Monate)</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'> Side Protection System garantiert optimalen Schutz bei einem Seitenaufprall</span></li><li><span style='font-size:15px'> Inklusive Sitzverkleinerer für kleinere Babys  integriertem Sonnenverdeck</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61708741</li><li><b>Artikelgewicht</b>:&nbsp3,5 Kg</li><li><b>Produktabmessungen</b>:&nbsp70,8 x 45,2 x 35,2 cm</li><li><b>Model Jahr</b>:&nbsp2015</li><li><b>Model Name</b>:&nbspCabrioFix</li><li><b>Farbe</b>:&nbspblack crystal</li><li><b>Empfohlenes maximales Körpergewicht</b>:&nbsp13 Kilogramm</li><li><b>Style</b>:&nbsp 2015</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","3,5",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B014T3XZ4Q", 0,"MAXI-COSI CabrioFix","","",/B014T3XZ4Q_0.jpg,/B014T3XZ4Q_0.jpg,/B014T3XZ4Q_0.jpg,/B014T3XZ4Q_0.jpg;/B014T3XZ4Q_1.jpg;/B014T3XZ4Q_2.jpg;/B014T3XZ4Q_3.jpg;/B014T3XZ4Q_4.jpg;/B014T3XZ4Q_5.jpg;/B014T3XZ4Q_6.jpg;/B014T3XZ4Q_7.jpg;/B014T3XZ4Q_8.jpg;/B014T3XZ4Q_9.jpg;/B014T3XZ4Q_10.jpg;/B014T3XZ4Q_11.jpg;/B014T3XZ4Q_12.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"origmi red",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Für Babys ab Geburt  13 kg (ca. 12 Monate)</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'> Side Protection System garantiert optimalen Schutz bei einem Seitenaufprall</span></li><li><span style='font-size:15px'> Inklusive Sitzverkleinerer für kleinere Babys  integriertem Sonnenverdeck</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61709531</li><li><b>Artikelgewicht</b>:&nbsp3,5 Kg</li><li><b>Produktabmessungen</b>:&nbsp66 x 44 x 57 cm</li><li><b>Model Jahr</b>:&nbsp2016</li><li><b>Farbe</b>:&nbsporigmi red</li><li><b>Empfohlenes maximales Körpergewicht</b>:&nbsp13 Kilogramm</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","3,5",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B015E0TUNS", 0,"MAXI-COSI CabrioFix","","",/B015E0TUNS_0.jpg,/B015E0TUNS_0.jpg,/B015E0TUNS_0.jpg,/B015E0TUNS_0.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"",Knits,"",,S,,Male,"","<ul><li><b>Artikelgewicht</b>:&nbsp2 Kg</li><li><b>Benötigt Batterien</b>:&nbsp</li><li><b>Dishwasher safe</b>:&nbsp</li><li><b>Is portable</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","2",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B015P7Y6XO", 0,"MAXI-COSI CabrioFix","","",/B015P7Y6XO_0.jpg,/B015P7Y6XO_0.jpg,/B015P7Y6XO_0.jpg,/B015P7Y6XO_0.jpg,"MAXI-COSI-CabrioFix","MAXI-COSI-CabrioFix.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"Blau",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Installation  nur einem Klick</span></li><li><span style='font-size:15px'> Side Protection System</span></li><li><span style='font-size:15px'> Kopfpolster</span></li><li><span style='font-size:15px'> Praktisches Travelsystem</span></li><li><span style='font-size:15px'> BatterieErforlich: n</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp61709550</li><li><b>Farbe</b>:&nbspBlau</li><li><b>Benötigt Batterien</b>:&nbsp</li><li><b>Dishwasher safe</b>:&nbsp</li><li><b>Is portable</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"259.9","133.52","",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B00MS3UZDE", 0,"MAXI-COSI Pebble","","",/B00MS3UZDE_0.jpg,/B00MS3UZDE_0.jpg,/B00MS3UZDE_0.jpg,/B00MS3UZDE_0.jpg;/B00MS3UZDE_1.jpg;/B00MS3UZDE_2.jpg,"MAXI-COSI-Pebble","MAXI-COSI-Pebble.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"black raven",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Bietet zusätzlichen Komfort, Wärme  Schutz an kalten Tagen</span></li><li><span style='font-size:15px'> Hält Ihr Kind kuschelig warm</span></li><li><span style='font-size:15px'> Kordelzug im Kopfbereich, so wird auch  Kopf Ihres Kindes vor Wind &amp; Kälte geschützt</span></li><li><span style='font-size:15px'> Farblich passend zu Maxi-Cosi Pebble erhältlich</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp73508950</li><li><b>Artikelgewicht</b>:&nbsp522 g</li><li><b>Produktabmessungen</b>:&nbsp71 x 38 x 8 cm</li><li><b>Model Jahr</b>:&nbsp2015</li><li><b>Model Name</b>:&nbspPebble</li><li><b>Farbe</b>:&nbspblack raven</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"289.9","149.52","522",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B016HUM964", 0,"MAXI-COSI Pebble","","",/B016HUM964_0.jpg,/B016HUM964_0.jpg,/B016HUM964_0.jpg,/B016HUM964_0.jpg;/B016HUM964_1.jpg;/B016HUM964_2.jpg;/B016HUM964_3.jpg;/B016HUM964_4.jpg;/B016HUM964_5.jpg;/B016HUM964_6.jpg;/B016HUM964_7.jpg;/B016HUM964_8.jpg;/B016HUM964_9.jpg;/B016HUM964_10.jpg;/B016HUM964_11.jpg;/B016HUM964_12.jpg;/B016HUM964_13.jpg;/B016HUM964_14.jpg;/B016HUM964_15.jpg;/B016HUM964_16.jpg;/B016HUM964_17.jpg;/B016HUM964_18.jpg;/B016HUM964_19.jpg;/B016HUM964_20.jpg,"MAXI-COSI-Pebble","MAXI-COSI-Pebble.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"grau",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Innovatives Gurtsystem ermöglicht es  Baby sicher innerhalb von wenigen Seken anzugurten</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'>  integriertem Sonnenverdeck  inklusive Sitzverkleinerer für kleinere Babys</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp63009631</li><li><b>Artikelgewicht</b>:&nbsp4,1 Kg</li><li><b>Produktabmessungen</b>:&nbsp69 x 44 x 57 cm</li><li><b>Bestandteile/Material:</b>:&nbspAußenseite: 100% Polyester, Füllung: 100% Polyester</li><li><b>Model Jahr</b>:&nbsp2016</li><li><b>Model Name</b>:&nbspPebble</li><li><b>Farbe</b>:&nbspgrau</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"28.0","149.52","4,1",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
"admin","base","Default","","simple","14,86,91","B016HUMCYI", 0,"MAXI-COSI Pebble","","",/B016HUMCYI_0.jpg,/B016HUMCYI_0.jpg,/B016HUMCYI_0.jpg,/B016HUMCYI_0.jpg;/B016HUMCYI_1.jpg;/B016HUMCYI_2.jpg;/B016HUMCYI_3.jpg;/B016HUMCYI_4.jpg;/B016HUMCYI_5.jpg;/B016HUMCYI_6.jpg;/B016HUMCYI_7.jpg;/B016HUMCYI_8.jpg;/B016HUMCYI_9.jpg;/B016HUMCYI_10.jpg;/B016HUMCYI_11.jpg;/B016HUMCYI_12.jpg;/B016HUMCYI_13.jpg;/B016HUMCYI_14.jpg;/B016HUMCYI_15.jpg;/B016HUMCYI_16.jpg;/B016HUMCYI_17.jpg;/B016HUMCYI_18.jpg;/B016HUMCYI_19.jpg;/B016HUMCYI_20.jpg,"MAXI-COSI-Pebble","MAXI-COSI-Pebble.html","",1 column,Product Info Column,"","","","",Use config,Use config,No,No,德品国际,Enabled,No,"Catalog, Search",Taxable Goods,"braun",Knits,"",,S,,Male,"<ul class='a-vertical a-spacing-none'><li><span style='font-size:15px'> Innovatives Gurtsystem ermöglicht es  Baby sicher innerhalb von wenigen Seken anzugurten</span></li><li><span style='font-size:15px'> Sichere Installation   FamilyFix, 2wayFix, Easy Base 2 o dem Standard-Dreipunkt-Gurt</span></li><li><span style='font-size:15px'> Ideale Kombination als Travelsystem  Maxi-Cosi-  Quinny Kinwagen</span></li><li><span style='font-size:15px'>  integriertem Sonnenverdeck  inklusive Sitzverkleinerer für kleinere Babys</span></li></ul><span class='caretnext'></span><a id='seeMoreDetailsLink' class='a-link-normal' href='#productDetails'>Weitere Produktdetails</a>","<ul><li><b>Modellnummer</b>:&nbsp63009651</li><li><b>Artikelgewicht</b>:&nbsp4,1 Kg</li><li><b>Produktabmessungen</b>:&nbsp69 x 44 x 57 cm</li><li><b>Bestandteile/Material:</b>:&nbspAußenseite: 100% Polyester, Füllung: 100% Polyester</li><li><b>Model Jahr</b>:&nbsp2016</li><li><b>Model Name</b>:&nbspPebble</li><li><b>Farbe</b>:&nbspbraun</li><li><b>Benötigt Batterien</b>:&nbsp</li></ul>",,,,,2013-03-01 00:00:00,,,,"28.0","149.52","4,1",,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lexington Cardigan Sweater,0,simple,,
